,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene symbol
ENSG00000142102,360.9577134,0.817764932,0.316549373,2.583372461,0.009783963,0.023505408,PGGHG
ENSG00000169139,296.3802484,0.714096964,0.276416594,2.583408447,0.009782943,0.023505408,UBE2V2
ENSG00000225449,3.288366967,-4.933506227,1.909709115,-2.583380992,0.009783721,0.023505408,-
ENSG00000229241,3.664313346,-5.102414006,1.975139845,-2.583317844,0.009785513,0.023505905,-
ENSG00000105245,20.59339104,-1.813438923,0.702009706,-2.583210613,0.009788555,0.023509987,NUMBL
ENSG00000152661,13.39799494,-1.911472649,0.739985082,-2.583123222,0.009791035,0.023512718,GJA1
ENSG00000132259,3.442631731,-4.984217098,1.929716662,-2.582875091,0.009798079,0.023526408,CNGA4
ENSG00000214694,4.810705099,-5.391168765,2.087333167,-2.582802233,0.009800148,0.02352815,ARHGEF33
ENSG00000106789,15.90079953,-1.663949193,0.644273516,-2.582675141,0.009803759,0.023533591,CORO2A
ENSG00000271567,6.428846221,-3.471534885,1.344195245,-2.582612086,0.009805551,0.023534665,PPIAL4E
ENSG00000143429,3.315292758,-4.9700325,1.924671592,-2.582275606,0.009815117,0.023554397,-
ENSG00000162493,391.3752942,-0.838798335,0.324909003,-2.581640792,0.009833187,0.023594529,PDPN
ENSG00000274322,5.105794916,4.092221355,1.585168416,2.581568818,0.009835238,0.023596216,-
ENSG00000080815,550.9934702,0.510718817,0.197837264,2.5815097,0.009836923,0.023597024,PSEN1
ENSG00000260782,3.325677139,-4.962729182,1.92249263,-2.581403489,0.00983995,0.023601053,-
ENSG00000106605,3.25543473,-4.923177988,1.907392421,-2.581103885,0.009848494,0.023615076,BLVRA
ENSG00000197081,233.8397449,-0.727166291,0.28172368,-2.581133008,0.009847663,0.023615076,IGF2R
ENSG00000214425,119.5596193,1.045432819,0.405051688,2.580986203,0.009851852,0.023619893,-
ENSG00000086065,316.6980083,0.549230279,0.212805563,2.580901885,0.009854258,0.023622427,CHMP5
ENSG00000242485,198.7292941,1.051609667,0.407533261,2.580426599,0.009867833,0.02365173,MRPL20
ENSG00000214595,37.59983214,-1.981671505,0.767989624,-2.5803363,0.009870414,0.023654678,EML6
ENSG00000140307,204.5156808,-0.821338042,0.318325754,-2.580180933,0.009874856,0.023662085,GTF2A2
ENSG00000109133,489.2704439,-0.485372241,0.188145684,-2.579768145,0.009886667,0.023687144,TMEM33
ENSG00000167676,3.23537278,-4.915717747,1.905930457,-2.579169523,0.009903817,0.023724988,PLIN4
ENSG00000173200,442.860471,-0.612684807,0.237568933,-2.57897697,0.009909339,0.023734969,PARP15
ENSG00000111711,50.8477995,-2.116154832,0.820585403,-2.578835579,0.009913396,0.023741437,GOLT1B
ENSG00000181929,307.0467095,0.800182801,0.310309083,2.578663805,0.009918326,0.023749997,PRKAG1
ENSG00000052795,191.0364539,-0.838629837,0.325252187,-2.578398767,0.009925938,0.023764973,FNIP2
ENSG00000162620,3.222885608,-4.911205416,1.905081394,-2.577950439,0.009938825,0.023792575,LRRIQ3
ENSG00000159377,821.7091019,0.798200946,0.309648317,2.577766135,0.009944127,0.023802013,PSMB4
ENSG00000168066,320.1622139,-0.509518186,0.197761276,-2.57643052,0.009982627,0.023889527,SF1
ENSG00000276545,11.84793074,2.150507623,0.834693773,2.5764031,0.009983418,0.023889527,-
ENSG00000126217,679.5513873,-1.012890396,0.393237033,-2.575775704,0.01000155,0.023929645,MCF2L
ENSG00000115604,84.23845106,0.846012072,0.328471659,2.575601424,0.010006592,0.023938437,IL18R1
ENSG00000271461,3.19767323,-4.90208059,1.90332542,-2.575534661,0.010008524,0.023939788,-
ENSG00000111199,3.939744816,-5.209822315,2.02298028,-2.575320366,0.010014728,0.023951355,TRPV4
ENSG00000090382,485.5372083,0.471948222,0.183280126,2.575010353,0.010023709,0.023969559,LYZ
ENSG00000146215,3.205386328,-4.902176091,1.903967114,-2.574716788,0.01003222,0.023986635,CRIP3
ENSG00000149548,3.185042531,-4.897601894,1.902490298,-2.574311101,0.010043992,0.024011503,CCDC15
ENSG00000160505,3.624789507,-5.011596267,1.946857038,-2.574198398,0.010047264,0.024016047,NLRP4
ENSG00000251595,7.95994512,-3.027690659,1.176694669,-2.573046976,0.010080752,0.024092806,-
ENSG00000235859,258.075733,0.78924246,0.306742137,2.572983505,0.010082601,0.024093936,-
ENSG00000162174,28.38459805,-1.490484474,0.579374531,-2.57257507,0.010094506,0.024119092,ASRGL1
ENSG00000145982,120.4373762,0.750612556,0.291781415,2.572516674,0.010096209,0.02411987,FARS2
ENSG00000109805,3.621800075,-4.959614827,1.928060494,-2.572333618,0.01010155,0.024128011,NCAPG
ENSG00000163697,8.359231716,-4.349396781,1.690855516,-2.572305403,0.010102373,0.024128011,APBB2
ENSG00000106443,97.29519906,1.222854851,0.475411892,2.572200803,0.010105426,0.024132011,PHF14
ENSG00000149499,110.9443605,-1.029829066,0.400386525,-2.572087222,0.010108742,0.024136638,EML3
ENSG00000270893,4.202374065,3.247341398,1.262976579,2.571181012,0.010135234,0.024196592,-
ENSG00000155506,346.5978753,0.579084775,0.225228737,2.571096309,0.010137713,0.024199212,LARP1
ENSG00000138696,3.706091556,-5.058187868,1.967647036,-2.570678468,0.010149951,0.024225123,BMPR1B
ENSG00000197635,4.983960102,-4.410352288,1.716883831,-2.568812291,0.010204772,0.024352644,DPP4
ENSG00000117691,7.692400419,-3.114448889,1.212656301,-2.568286567,0.010220263,0.024386288,NENF
ENSG00000099940,164.172132,-0.702675429,0.273629291,-2.567983224,0.010229211,0.024404312,SNAP29
ENSG00000140932,3.650426864,-5.081968392,1.979466702,-2.567342197,0.010248142,0.024446148,CMTM2
ENSG00000244038,1199.857674,-0.410613445,0.159948838,-2.567154914,0.010253679,0.024456024,DDOST
ENSG00000168802,100.5366872,0.9941175,0.387298335,2.566800349,0.010264169,0.024477709,CHTF8; DERPC
ENSG00000083093,51.43483496,-1.503493658,0.585968132,-2.56582837,0.010292974,0.02454306,PALB2
ENSG00000078081,9.627240216,-2.598768283,1.012893761,-2.565686929,0.010297172,0.024549726,LAMP3
ENSG00000134569,3.32635121,-4.959963717,1.933328816,-2.565504468,0.010302589,0.024559297,LRP4
ENSG00000198081,51.03273477,-0.993111635,0.387158241,-2.565131074,0.010313684,0.024582397,ZBTB14
ENSG00000171848,19.52427197,-1.563773281,0.609691658,-2.564859238,0.010321767,0.024598315,RRM2
ENSG00000163932,645.5648237,0.692656143,0.270084378,2.564591664,0.010329729,0.024613939,PRKCD
ENSG00000134294,1036.520771,-0.471092683,0.183712678,-2.564290547,0.010338696,0.024631953,SLC38A2
ENSG00000171241,46.75461204,1.288440445,0.502562612,2.563741141,0.010355074,0.024667618,SHCBP1
ENSG00000071243,82.45145532,-0.843121804,0.3290215,-2.562512792,0.010391776,0.024751681,ING3
ENSG00000035862,289.6814048,0.553816174,0.216134849,2.562364083,0.010396227,0.024755547,TIMP2
ENSG00000180155,34.06406,2.080177199,0.811817524,2.562370405,0.010396038,0.024755547,LYNX1
ENSG00000128567,4.15326398,-5.166828677,2.016798478,-2.561896359,0.010410238,0.024785539,PODXL
ENSG00000136541,3.732413216,-5.113354348,1.99637632,-2.561317872,0.01042759,0.024823477,ERMN
ENSG00000167232,309.4155187,-0.606988413,0.236994845,-2.561188254,0.010431481,0.024829365,ZNF91
ENSG00000137462,1907.423826,-0.557507824,0.217682438,-2.56110612,0.010433948,0.02483186,TLR2
ENSG00000138829,23.41444612,-3.128277639,1.221646133,-2.560706864,0.010445945,0.024853656,FBN2
ENSG00000169629,96.83915985,1.006717795,0.39313363,2.560752164,0.010444584,0.024853656,RGPD8
ENSG00000171813,34.90093828,1.296393065,0.506355042,2.560245198,0.010459833,0.024883318,PWWP2B
ENSG00000138670,222.3024857,0.902572786,0.352543596,2.560173541,0.010461991,0.024885069,RASGEF1B
ENSG00000103051,122.9777794,-0.795393943,0.310709727,-2.559926109,0.010469442,0.024899411,COG4
ENSG00000196843,814.9731901,0.536591853,0.209617353,2.559863701,0.010471322,0.0249005,ARID5A
ENSG00000224598,3.191015993,-4.899761565,1.914211042,-2.559676785,0.010476955,0.024910512,-
ENSG00000151135,191.0725964,-0.738436945,0.288523607,-2.559364039,0.010486387,0.024929551,TMEM263
ENSG00000133275,50.27291276,0.941412905,0.367863739,2.559134826,0.010493304,0.024942608,CSNK1G2
ENSG00000205669,3.320801006,-4.945184071,1.932438861,-2.55903779,0.010496233,0.024943749,ACOT6
ENSG00000288550,22.53027699,1.418058611,0.554140292,2.559024551,0.010496633,0.024943749,-
ENSG00000134909,120.8470614,0.750226366,0.293226873,2.558518456,0.010511924,0.024976697,ARHGAP32
ENSG00000064489,3.201254117,-4.872236541,1.904360678,-2.55846311,0.010513597,0.024977283,MEF2B; BORCS8-MEF2B
ENSG00000066032,3.8266857,-4.988535033,1.950093962,-2.55809983,0.010524587,0.025,CTNNA2
ENSG00000255398,12.53551075,-3.841497044,1.501729303,-2.558048935,0.010526128,0.025000268,HCAR3
ENSG00000175054,372.8956473,0.605213438,0.236612931,2.557820634,0.010533041,0.025013293,ATR
ENSG00000104081,53.50102874,1.388476764,0.542961191,2.557230217,0.010550936,0.025049142,BMF
ENSG00000186832,2.997302986,4.352402948,1.702000222,2.557228191,0.010550998,0.025049142,KRT16
ENSG00000105366,1998.817563,-0.578121535,0.226097619,-2.556955431,0.010559275,0.025065393,SIGLEC8
ENSG00000262814,125.8752456,0.878063212,0.343416388,2.556847146,0.010562562,0.025069798,MRPL12
ENSG00000111142,392.662875,0.731402828,0.286182709,2.555719846,0.01059684,0.025147746,METAP2
ENSG00000162924,1883.381627,-0.452841902,0.177201397,-2.555521057,0.010602895,0.025158705,REL
ENSG00000128294,214.2449927,-0.586873782,0.22969477,-2.555015865,0.010618296,0.025191835,TPST2
ENSG00000181215,3.494507019,-5.022119711,1.965950046,-2.554551028,0.010632484,0.02522208,C4orf50
ENSG00000273628,8.3796301,2.622911695,1.026837633,2.554358751,0.010638358,0.025232595,-
ENSG00000256852,3.937053529,-5.208581381,2.039141851,-2.554300662,0.010640133,0.025233387,-
ENSG00000125319,3.341322408,-4.991167775,1.95441781,-2.553787501,0.010655827,0.025267182,HROB
ENSG00000139405,55.56209178,1.175781784,0.460826789,2.55146144,0.010727219,0.025433024,RITA1
ENSG00000172663,179.3163481,0.988040974,0.387260848,2.55135777,0.010730411,0.025437147,TMEM134
ENSG00000172466,289.2599559,-0.811745401,0.318182674,-2.551192973,0.010735487,0.025445734,ZNF24
ENSG00000214198,5.108852195,-4.61313874,1.80873252,-2.550481449,0.010757425,0.025494282,-
ENSG00000174384,17.69001318,-1.800161456,0.705890518,-2.55019923,0.010766138,0.025511477,-
ENSG00000234585,167.2924143,1.193740484,0.468168234,2.549810939,0.010778135,0.02553645,-
ENSG00000063169,6.88075358,-4.399634254,1.725692966,-2.549488432,0.010788109,0.025553166,BICRA
ENSG00000101812,4.270204086,-5.25540501,2.061338731,-2.549510632,0.010787422,0.025553166,H2BW2
ENSG00000132600,137.7740232,0.722383155,0.283399508,2.548992263,0.01080347,0.025586088,PRMT7
ENSG00000005020,1198.357407,0.625300424,0.245343477,2.548673526,0.010813348,0.025606019,SKAP2
ENSG00000125351,156.4460326,0.608526659,0.238778639,2.548497063,0.01081882,0.025615513,UPF3B
ENSG00000154957,51.68898904,-1.074039864,0.421472401,-2.548304139,0.010824805,0.025626219,ZNF18
ENSG00000255780,3.305458378,-4.955263685,1.944800971,-2.54795414,0.010835671,0.025648475,-
ENSG00000232894,2.610905816,5.313984193,2.085632505,2.547900544,0.010837336,0.025648948,-
ENSG00000091831,39.92533329,1.810153492,0.71081165,2.546600767,0.01087778,0.025741188,ESR1
ENSG00000266028,4033.70351,0.388203058,0.152463387,2.546205131,0.010890117,0.025766901,SRGAP2
ENSG00000127540,511.9104242,0.756005982,0.296930795,2.546067956,0.010894398,0.025773545,UQCR11
ENSG00000240861,7.896727672,2.381178897,0.935405268,2.545612025,0.010908636,0.025803742,-
ENSG00000259030,19.73842615,2.279657806,0.895645989,2.545266582,0.010919434,0.025825796,FPGT-TNNI3K
ENSG00000058262,1048.369281,-0.405213351,0.159244951,-2.544591506,0.010940564,0.025868783,SEC61A1
ENSG00000128965,3.880709148,-5.176085771,2.034135627,-2.544611924,0.010939925,0.025868783,CHAC1
ENSG00000104998,128.5549714,0.712148821,0.279893348,2.544357794,0.010947888,0.025880857,IL27RA
ENSG00000134882,409.9525676,0.884982342,0.347824721,2.544334222,0.010948627,0.025880857,UBAC2
ENSG00000042493,907.3364135,-0.410699527,0.16143617,-2.544036616,0.01095796,0.025895926,CAPG
ENSG00000054983,244.7520546,0.589864786,0.231861576,2.544038539,0.010957899,0.025895926,GALC
ENSG00000196381,3.209150783,-4.925750343,1.937087968,-2.542863528,0.010994816,0.025979519,ZNF781
ENSG00000173198,626.6588986,0.551677445,0.216971081,2.542631221,0.011002128,0.025993288,CYSLTR1
ENSG00000061273,315.1439875,0.981619804,0.386137586,2.542150361,0.011017277,0.026022069,HDAC7
ENSG00000116580,537.1546259,-0.476935275,0.187610976,-2.542150177,0.011017282,0.026022069,GON4L
ENSG00000180304,677.5504428,0.616140397,0.242447252,2.541337923,0.011042913,0.026078724,OAZ2
ENSG00000185842,40.03424197,-1.660810326,0.653528964,-2.54129567,0.011044248,0.026078724,DNAH14
ENSG00000158122,187.1771005,0.679262288,0.267304827,2.541152345,0.011048777,0.026085899,PRXL2C
ENSG00000149218,69.52422116,-0.822351446,0.323700077,-2.540473432,0.01107025,0.026133075,ENDOD1
ENSG00000106266,59.83947994,1.233027452,0.48543438,2.540049703,0.011083672,0.02616123,SNX8
ENSG00000150627,18.19593513,1.872478676,0.737394865,2.53931613,0.011106941,0.02621262,WDR17
ENSG00000162511,9287.63221,0.450694566,0.177491852,2.539240871,0.011109331,0.026214727,LAPTM5
ENSG00000143995,3.712266682,-5.074057798,1.999116564,-2.538150045,0.011144019,0.026293038,MEIS1
ENSG00000198556,89.24317078,1.03052909,0.406151675,2.537301095,0.011171083,0.02635334,ZNF789
ENSG00000175544,60.52074399,0.934902018,0.368491669,2.537104898,0.011177346,0.026357461,CABP4
ENSG00000196544,47.66871314,-1.075910196,0.424059522,-2.537167874,0.011175335,0.026357461,BORCS6
ENSG00000211452,3.335319535,-4.974599978,1.960710237,-2.53714184,0.011176166,0.026357461,DIO1
ENSG00000125910,2.915651879,4.657482703,1.836091635,2.536628682,0.01119256,0.026389784,S1PR4
ENSG00000179115,385.8265687,-0.522092051,0.205837456,-2.536428791,0.011198952,0.026401298,FARSA
ENSG00000091536,14.20536397,-1.797763363,0.708838864,-2.5362088,0.01120599,0.026414334,MYO15A
ENSG00000241007,3.287351307,-4.935013031,1.945892816,-2.536117606,0.011208908,0.026417657,-
ENSG00000112659,214.9407664,1.030394465,0.406318154,2.535930166,0.01121491,0.026427723,CUL9
ENSG00000205726,195.4029959,0.733693917,0.289324038,2.535889937,0.011216198,0.026427723,ITSN1
ENSG00000265018,9.25278522,2.244042746,0.88521264,2.535032427,0.011243692,0.02648894,-
ENSG00000262333,3.275011525,-4.93049847,1.945156868,-2.534756221,0.01125256,0.026506266,-
ENSG00000166527,3.27382913,-4.930168245,1.945120956,-2.534633248,0.011256511,0.026512005,CLEC4D
ENSG00000105929,2.604366351,5.310553763,2.095330635,2.534470538,0.01126174,0.026513621,ATP6V0A4
ENSG00000175787,57.89020553,1.023321955,0.403758977,2.53448719,0.011261204,0.026513621,ZNF169
ENSG00000285641,16.14690977,1.753790527,0.691966215,2.534503113,0.011260693,0.026513621,-
ENSG00000218631,2.603527358,5.3101099,2.095446482,2.534118598,0.011273057,0.026536698,-
ENSG00000266074,3.802681532,-5.056771757,1.995669061,-2.533872903,0.011280964,0.026551741,BAHCC1
ENSG00000076003,66.1508831,-0.923776467,0.364647556,-2.533340624,0.011298111,0.026581378,MCM6
ENSG00000166402,3.753070751,-5.123397875,2.022335081,-2.533407012,0.011295971,0.026581378,TUB
ENSG00000204822,81.38183825,0.950791915,0.375308022,2.533364218,0.01129735,0.026581378,MRPL53
ENSG00000101846,90.40774637,-0.844360392,0.333357784,-2.532895385,0.011312471,0.026611589,STS
ENSG00000119771,3.25601477,-4.894697651,1.932632091,-2.532658789,0.011320109,0.026625978,KLHL29
ENSG00000170312,3.134964587,-4.852609549,1.916063201,-2.532593678,0.011322211,0.026626238,CDK1
ENSG00000248751,6.297328171,-5.880593592,2.32199468,-2.532561182,0.011323261,0.026626238,-
ENSG00000135919,28.58182594,1.214827344,0.479712087,2.532409288,0.011328168,0.0266342,SERPINE2
ENSG00000156711,73.76290635,-1.019444962,0.40290204,-2.530255149,0.011397961,0.026794696,MAPK13
ENSG00000169914,110.9070766,0.940124589,0.371575521,2.53010367,0.011402883,0.026802668,OTUD3
ENSG00000150760,9.145604,-2.855734946,1.128753283,-2.529990379,0.011406565,0.026807664,DOCK1
ENSG00000240695,3.746367595,-5.129702201,2.027595082,-2.529944093,0.01140807,0.026807664,-
ENSG00000133488,40.60927938,1.139384847,0.450435109,2.529520509,0.01142185,0.026836278,SEC14L4
ENSG00000235109,57.57596755,-1.037455562,0.410146503,-2.529475575,0.011423312,0.026836278,ZSCAN31
ENSG00000218739,136.7981115,0.693873751,0.27432341,2.529400428,0.011425759,0.026838424,CEBPZOS
ENSG00000275895,396.387345,1.447521988,0.572310084,2.52926172,0.011430276,0.026845432,U2AF1L5
ENSG00000105202,242.2309627,-0.656938049,0.259748745,-2.529128867,0.011434603,0.026851995,FBL
ENSG00000103196,23.95476115,-1.515494242,0.599323935,-2.52867298,0.011449465,0.02687979,CRISPLD2
ENSG00000162543,3.166233925,-4.890500344,1.934055564,-2.528624532,0.011451046,0.02687979,UBXN10
ENSG00000167548,494.220598,0.806818788,0.319068418,2.528670159,0.011449557,0.02687979,KMT2D
ENSG00000198929,3.406319221,-5.039803106,1.993264822,-2.52841622,0.011457843,0.026892141,NOS1AP
ENSG00000129473,96.90651356,0.920970504,0.364261428,2.528322887,0.01146089,0.026895686,BCL2L2
ENSG00000146592,99.49841296,1.181570992,0.46734952,2.528238374,0.011463649,0.026898557,CREB5
ENSG00000106415,115.3038025,1.641725961,0.649439668,2.52791143,0.011474329,0.02692001,GLCCI1
ENSG00000220695,3.190789435,-4.899707254,1.938495783,-2.527582106,0.011485097,0.026941661,-
ENSG00000033050,130.1952949,-1.060966089,0.419773554,-2.527472438,0.011488684,0.026946466,ABCF2
ENSG00000115946,112.7427116,0.667464318,0.264090323,2.527409221,0.011490753,0.026947708,PNO1
ENSG00000170439,3.178382935,-4.89501616,1.937722009,-2.526170492,0.01153135,0.027039295,METTL7B
ENSG00000124257,15.84484252,2.099846269,0.831406512,2.525655308,0.011548273,0.027075349,NEURL2
ENSG00000244641,6.107755204,2.957301291,1.1709941,2.525462161,0.011554622,0.027086609,-
ENSG00000167355,3.248662411,-4.951312798,1.960754517,-2.5252079,0.011562986,0.027102587,OR51B5
ENSG00000258984,4.404008091,-5.34589001,2.11784229,-2.524215347,0.011595687,0.027175597,-
ENSG00000151065,70.96361709,0.783255935,0.310378764,2.523548729,0.011617696,0.027223533,DCP1B
ENSG00000147180,40.33724115,-1.532390112,0.607249284,-2.523494307,0.011619494,0.027224103,ZNF711
ENSG00000109323,580.3407825,0.532281467,0.210998412,2.522679961,0.011646434,0.027283572,MANBA
ENSG00000100030,116.3737065,-0.822783352,0.326162406,-2.522618597,0.011648466,0.027284682,MAPK1
ENSG00000132694,57.11544882,-1.193908434,0.473317685,-2.522425154,0.011654875,0.027294991,ARHGEF11
ENSG00000215146,7.319560537,-2.977502037,1.180428126,-2.52239164,0.011655986,0.027294991,-
ENSG00000152217,157.5590016,-1.098388034,0.435483439,-2.522226875,0.011661447,0.027301692,SETBP1
ENSG00000259090,4.276231915,-5.31448831,2.107075029,-2.522211234,0.011661966,0.027301692,-
ENSG00000103404,29.35242401,-1.464753236,0.580878474,-2.521617345,0.011681671,0.027344167,USP31
ENSG00000104112,7.803123997,-2.645878049,1.049344379,-2.521458258,0.011686954,0.027352878,SCG3
ENSG00000131375,95.93883321,-0.90161435,0.357707291,-2.520536683,0.011717602,0.027420944,CAPN7
ENSG00000112379,8.841150066,-2.47608804,0.982386432,-2.520482734,0.011719399,0.027421482,ARFGEF3
ENSG00000135900,98.24273767,0.686142388,0.272259526,2.520177709,0.01172956,0.027441591,MRPL44
ENSG00000196975,310.2980683,0.599991981,0.2381645,2.519233477,0.011761064,0.02751162,ANXA4
ENSG00000239857,147.3018415,0.803244755,0.318903951,2.518767027,0.011776655,0.02754441,GET4
ENSG00000172476,3.32004262,-4.94553615,1.963515658,-2.518714903,0.011778398,0.027544808,RAB40A
ENSG00000205531,291.129705,0.717719136,0.284992226,2.518381451,0.011789556,0.02756722,NAP1L4
ENSG00000224442,3.644049287,-5.095315896,2.02343699,-2.51814903,0.011797339,0.027581735,-
ENSG00000131051,2049.357763,-0.568506367,0.225776494,-2.518005121,0.011802161,0.027589323,RBM39
ENSG00000164631,122.8661248,-1.014220243,0.402834014,-2.517712522,0.011811969,0.027608565,ZNF12
ENSG00000246575,3.301216616,-4.940287978,1.962518519,-2.517320438,0.011825123,0.027635621,-
ENSG00000124731,100.6469519,3.126638412,1.242916655,2.515565624,0.011884155,0.027769042,TREM1
ENSG00000261456,3.202663785,-4.88155885,1.940569382,-2.515529151,0.011885385,0.027769042,TUBB8
ENSG00000015285,59.57038932,0.925301714,0.367847511,2.515449167,0.011888082,0.027771638,WAS
ENSG00000237593,3.038388247,-4.826683523,1.919073221,-2.515111706,0.011899467,0.027794527,-
ENSG00000186399,47.01979167,0.921936813,0.366598663,2.514839541,0.011908657,0.027812282,GOLGA8R
ENSG00000133884,328.7568987,0.571173945,0.227129301,2.51475236,0.011911602,0.027815449,DPF2
ENSG00000215114,553.8654039,-0.960142146,0.381834383,-2.514551304,0.011918396,0.027827603,UBXN2B
ENSG00000198951,1205.304022,0.433550866,0.172430118,2.514356946,0.011924967,0.027839233,NAGA
ENSG00000131238,2773.158355,-0.486723853,0.193601821,-2.514045836,0.011935492,0.027860089,PPT1
ENSG00000058056,33.83877618,1.282446068,0.510235018,2.51344189,0.011955947,0.027904116,USP13
ENSG00000197956,46.43018707,-1.162491427,0.462535362,-2.513302813,0.011960662,0.0279114,S100A6
ENSG00000198431,107.9719324,-0.832681058,0.33132723,-2.513168202,0.011965227,0.027918332,TXNRD1
ENSG00000047346,68.15791657,0.868169602,0.345495284,2.512826202,0.011976832,0.027941686,FAM214A
ENSG00000073331,495.779545,-0.5424116,0.215876715,-2.512598919,0.01198455,0.027955967,ALPK1
ENSG00000149609,16.05029192,1.604586781,0.638662292,2.512418222,0.011990689,0.027966562,C20orf144
ENSG00000180901,56.37021569,1.070428898,0.426135836,2.511942923,0.012006851,0.028000526,KCTD2
ENSG00000236086,2.919112221,4.639039876,1.846970505,2.511702198,0.012015043,0.0280159,-
ENSG00000115421,440.3140135,-1.14700114,0.456718822,-2.511394503,0.012025522,0.028032868,PAPOLG
ENSG00000178974,240.6618319,0.543290693,0.21632787,2.511422554,0.012024567,0.028032868,FBXO34
ENSG00000158669,408.4103074,-0.998651687,0.397682144,-2.511180607,0.012032812,0.028046126,GPAT4
ENSG00000226479,87.30320191,-0.792842651,0.315777944,-2.510760065,0.012047155,0.02807582,TMEM185B
ENSG00000166398,126.9074547,0.846837746,0.337344959,2.510302058,0.012062793,0.028108523,GARRE1
ENSG00000131037,3.054171484,-4.824135629,1.921824525,-2.510185277,0.012066783,0.02811396,EPS8L1
ENSG00000183684,3.058789733,-4.844849226,1.930111322,-2.510139789,0.012068338,0.02811396,ALYREF
ENSG00000124164,151.5906522,-0.603776725,0.24060943,-2.509364345,0.012094866,0.028172012,VAPB
ENSG00000146425,708.4810975,0.719396321,0.286690975,2.509309273,0.012096752,0.028172657,DYNLT1
ENSG00000066027,27.45587094,-1.751115488,0.698015668,-2.508705132,0.012117459,0.028217128,PPP2R5A
ENSG00000170860,159.5510141,-0.843614308,0.336301891,-2.50850302,0.012124393,0.028229521,LSM3
ENSG00000075826,312.0332883,0.530309911,0.211429508,2.508211436,0.012134403,0.028249072,SEC31B
ENSG00000204779,3.305072835,-4.941794321,1.970349797,-2.508079697,0.012138928,0.028255849,FOXD4L5
ENSG00000267127,3.099992821,-4.835084547,1.927965229,-2.507869164,0.012146163,0.028268931,-
ENSG00000105127,159.9024102,-0.634369586,0.253020935,-2.507182203,0.012169796,0.02832017,AKAP8
ENSG00000169075,7.843863761,-2.665684582,1.063402117,-2.506751245,0.012184643,0.028350952,-
ENSG00000099910,62.85615049,1.636638359,0.653121045,2.505872948,0.01221495,0.028417694,KLHL22
ENSG00000159247,3.319746545,-4.960088798,1.979829901,-2.505310581,0.012234391,0.028459141,-
ENSG00000167535,16.65293613,-2.391682633,0.954685182,-2.505205567,0.012238024,0.028463811,CACNB3
ENSG00000178467,50.91327719,1.027054915,0.409981072,2.505127636,0.012240721,0.028466302,P4HTM
ENSG00000163376,53.9089317,1.26774247,0.506120754,2.504822139,0.012251298,0.028487116,KBTBD8
ENSG00000234648,47.20438463,2.147726899,0.857651091,2.504196546,0.012272983,0.02853375,-
ENSG00000051523,421.9760583,-0.452697556,0.180861621,-2.503005074,0.012314378,0.028626187,CYBA
ENSG00000188163,5.692017035,-5.714376682,2.28356252,-2.502395547,0.012335602,0.028671718,FAM166A
ENSG00000079999,222.2426323,0.599601158,0.239625869,2.502238849,0.012341064,0.028680605,KEAP1
ENSG00000250770,12.77000951,-2.01768103,0.806507948,-2.501749716,0.012358126,0.028716446,-
ENSG00000258704,3.523147056,-5.032577798,2.011747785,-2.501594801,0.012363534,0.028725201,-
ENSG00000111644,67.1140382,1.04705626,0.418583874,2.501425225,0.012369456,0.028735147,ACRBP
ENSG00000071462,350.4974442,-0.596740284,0.238575607,-2.501262774,0.012375132,0.028743393,BUD23
ENSG00000156968,258.6354093,0.542857161,0.217040186,2.501182708,0.01237793,0.028743393,MPV17L
ENSG00000219608,3.301147221,-4.953331912,1.980386028,-2.501195141,0.012377496,0.028743393,-
ENSG00000122986,229.1875786,1.272789073,0.508899916,2.501059702,0.01238223,0.028749565,HVCN1
ENSG00000129932,33.27856296,1.44332573,0.577250206,2.500346843,0.012407177,0.028796031,DOHH
ENSG00000169313,2377.49312,0.864178709,0.345617258,2.500392241,0.012405587,0.028796031,P2RY12
ENSG00000171227,36.5778511,1.4611668,0.58437081,2.500410312,0.012404954,0.028796031,TMEM37
ENSG00000103510,242.4901074,0.559246025,0.223703715,2.49994071,0.012421409,0.028825243,KAT8
ENSG00000141194,3.147404882,-4.883386597,1.953464196,-2.499859791,0.012424247,0.028828006,OR4D1
ENSG00000004487,94.36715285,-0.728428397,0.291399031,-2.499762596,0.012427656,0.028832095,KDM1A
ENSG00000227038,12.94642725,-1.998149975,0.79951772,-2.499194108,0.012447611,0.028874566,-
ENSG00000272963,3.139456096,-4.88034926,1.952989396,-2.498912318,0.012457513,0.028893707,-
ENSG00000145700,4.558669742,2.969099522,1.188213007,2.498793991,0.012461673,0.028899528,ANKRD31
ENSG00000033867,521.0669799,0.592815535,0.237255045,2.498642484,0.012467001,0.028908056,SLC4A7
ENSG00000025800,524.1594271,-0.499451538,0.199900341,-2.498502684,0.01247192,0.028915631,KPNA6
ENSG00000102053,20.09150336,-1.562662611,0.625559637,-2.498023399,0.012488795,0.028947089,ZC3H12B
ENSG00000106400,165.3997595,0.930839228,0.372625484,2.498055737,0.012487656,0.028947089,ZNHIT1
ENSG00000003436,444.2380612,-0.759129209,0.303932028,-2.49769402,0.012500404,0.028970162,TFPI
ENSG00000146006,11.16718564,-2.330755739,0.933258021,-2.497439815,0.01250937,0.028987104,LRRTM2
