,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene symbol
ENSG00000148935,2.989184099,-4.800949797,1.922519214,-2.497218109,0.012517194,0.029001396,GAS2
ENSG00000188732,147.8296241,0.662024732,0.265137097,2.496914761,0.012527907,0.029022376,FAM221A
ENSG00000141179,118.5979221,-0.927173457,0.371357971,-2.496710801,0.012535114,0.029035231,PCTP
ENSG00000165185,19.93096797,-1.565432618,0.627015321,-2.496641732,0.012537555,0.029037045,KIAA1958
ENSG00000103490,593.6617113,0.438269242,0.175621976,2.495526197,0.012577047,0.029122375,PYCARD
ENSG00000114473,139.0555999,-0.76968956,0.308430128,-2.49550705,0.012577726,0.029122375,IQCG
ENSG00000115875,1420.689973,0.398147051,0.159573015,2.495077582,0.012592959,0.029153792,SRSF7
ENSG00000273802,683.8697346,1.211733076,0.485733698,2.494644864,0.012608325,0.029185505,H2BC8
ENSG00000144426,154.2704084,-0.872351902,0.349696756,-2.494595355,0.012610084,0.029185719,NBEAL1
ENSG00000131721,7.021440833,2.337595533,0.937099642,2.494500508,0.012613455,0.029189661,RHOXF2
ENSG00000125863,151.4795962,0.682089739,0.273467532,2.494225675,0.012623226,0.029196838,MKKS
ENSG00000165078,8.367270618,-3.168164189,1.270177312,-2.494269233,0.012621677,0.029196838,CPA6
ENSG00000168807,45.3732142,1.125111747,0.451073361,2.494298806,0.012620625,0.029196838,SNTB2
ENSG00000189045,3.245220352,-4.898644234,1.963901306,-2.494343386,0.01261904,0.029196838,ANKDD1B
ENSG00000239605,26.11787864,1.278816483,0.512757748,2.493997386,0.012631347,0.029211764,STPG4
ENSG00000139926,4.33746076,-5.300812476,2.12595253,-2.493382331,0.012653252,0.029258556,FRMD6
ENSG00000196335,18.45271585,-1.730996985,0.694380547,-2.492865032,0.0126717,0.029297346,STK31
ENSG00000090487,315.0660545,-0.670314614,0.268982738,-2.492035803,0.012701323,0.029361958,SPG21
ENSG00000124380,179.671074,0.809326641,0.324879172,2.491161981,0.012732606,0.029430388,SNRNP27
ENSG00000105793,81.66240406,-0.799968972,0.321181974,-2.490703207,0.012749057,0.029464524,GTPBP10
ENSG00000120688,75.82593815,0.752678804,0.302311593,2.489745091,0.012783474,0.029540168,WBP4
ENSG00000075415,1737.433643,0.462204061,0.185652516,2.489619157,0.012788004,0.029541677,SLC25A3
ENSG00000091844,6.382197624,-4.41485446,1.773303974,-2.489620801,0.012787945,0.029541677,RGS17
ENSG00000213924,3.794566493,3.572877844,1.435129178,2.489586233,0.012789189,0.029541677,-
ENSG00000132952,217.8864697,-0.537264217,0.215812257,-2.489498166,0.012792358,0.029542617,USPL1
ENSG00000233261,5.528471066,-5.677538732,2.280611268,-2.489481137,0.012792971,0.029542617,-
ENSG00000157869,57.24411281,-0.94644754,0.380229435,-2.489148533,0.012804946,0.029566371,RAB28
ENSG00000237719,2.992856079,-4.80924376,1.932709103,-2.488343307,0.012833978,0.029629499,-
ENSG00000079101,3.679038125,-5.099105898,2.049283586,-2.488238296,0.012837768,0.029634342,CLUL1
ENSG00000236184,2.986584412,-4.80677351,1.932289581,-2.487605148,0.012860643,0.029683232,-
ENSG00000138078,119.0477506,-1.371773907,0.551515883,-2.487279057,0.012872438,0.02970654,PREPL
ENSG00000095380,371.4694794,-0.753879941,0.303209666,-2.486332154,0.012906744,0.029781784,NANS
ENSG00000224447,4.049280134,3.727787616,1.499432136,2.486132935,0.012913972,0.029792466,-
ENSG00000259100,3.095265254,-4.848600044,1.950275156,-2.486110757,0.012914776,0.029792466,-
ENSG00000067829,384.6871744,0.660873932,0.265865467,2.485745671,0.012928032,0.029819117,IDH3G
ENSG00000224383,11.41978494,1.851683877,0.745459555,2.483949483,0.012993424,0.029965998,PRR29
ENSG00000206538,28.349722,1.15505982,0.46513225,2.483293342,0.013017384,0.030017303,VGLL3
ENSG00000205937,468.712621,0.434341563,0.174945464,2.482725498,0.013038152,0.030061232,RNPS1
ENSG00000205220,350.197923,0.639484971,0.257581953,2.48264664,0.013041038,0.030063928,PSMB10
ENSG00000166226,371.3643614,-0.75726538,0.305074979,-2.482227096,0.013056404,0.030095388,CCT2
ENSG00000111665,9.016616621,-4.125906713,1.662327992,-2.482005196,0.013064537,0.030110172,CDCA3
ENSG00000105193,3842.648443,0.814909547,0.328358645,2.481766684,0.013073284,0.030122402,RPS16
ENSG00000267710,3.327506993,-4.932911719,1.98765095,-2.48177967,0.013072808,0.030122402,EDDM13
ENSG00000128272,721.8664295,-0.631319311,0.254402464,-2.481577027,0.013080244,0.030134472,ATF4
ENSG00000236296,3.056565028,-4.804504138,1.936185408,-2.481427718,0.013085725,0.030143133,-
ENSG00000117281,3.134229592,-4.902384792,1.975805348,-2.481208382,0.01309378,0.030154607,CD160
ENSG00000134146,105.2646444,0.803757542,0.32393926,2.481198301,0.01309415,0.030154607,DPH6
ENSG00000149743,470.0173722,0.608824195,0.245380026,2.481148139,0.013095993,0.030154885,TRPT1
ENSG00000146676,88.90803722,0.728788181,0.293800021,2.480558645,0.013117668,0.030200823,PURB
ENSG00000185305,87.44804863,1.06742085,0.430344423,2.480387323,0.013123974,0.030211366,ARL15
ENSG00000275464,222.3688848,-0.695891507,0.28057251,-2.480255481,0.013128828,0.030218567,LOC102724159
ENSG00000132153,426.7023595,0.439320976,0.177177,2.479559848,0.013154465,0.030269619,DHX30
ENSG00000162746,3.095143589,-4.848710268,1.955465754,-2.479567979,0.013154165,0.030269619,FCRLB
ENSG00000152684,128.2837958,0.963269654,0.388511581,2.479384658,0.013160929,0.030280513,PELO
ENSG00000198000,366.6992853,0.552032502,0.222655476,2.479312484,0.013163593,0.030282662,NOL8
ENSG00000227268,11.32009883,-1.948591976,0.78609286,-2.478831796,0.013181345,0.030319518,KLLN
ENSG00000139842,287.8333359,0.501698366,0.202449656,2.478138898,0.013206972,0.030374474,CUL4A
ENSG00000214655,132.7743937,-1.110975443,0.448355433,-2.477889997,0.013216188,0.030391679,ZSWIM8
ENSG00000166352,56.9473378,0.852452233,0.344030749,2.477837329,0.013218139,0.030392174,IFTAP
ENSG00000133398,106.9416523,-0.726253758,0.293139417,-2.477502912,0.013230533,0.030416676,MED10
ENSG00000260689,5.335587463,-4.203613477,1.696805176,-2.477369551,0.013235478,0.03042405,-
ENSG00000120942,159.4699372,-0.580229413,0.234317843,-2.47624938,0.01327708,0.030515673,UBIAD1
ENSG00000167978,3059.33787,-0.44065228,0.177959889,-2.476132581,0.013281425,0.030521652,SRRM2
ENSG00000105976,3.786771317,-5.107333468,2.062755153,-2.475976589,0.013287229,0.030530983,MET
ENSG00000178996,166.3407648,-0.982869347,0.39698724,-2.475821005,0.01329302,0.030540283,SNX18
ENSG00000119689,92.33736414,0.766746336,0.309806221,2.474922335,0.013326515,0.030609594,DLST
ENSG00000167992,42.94816576,0.998067714,0.40327308,2.474917777,0.013326685,0.030609594,VWCE
ENSG00000132470,3.458906095,-4.926449469,1.990648283,-2.474796533,0.01333121,0.03061597,ITGB4
ENSG00000164054,550.6310323,0.563447035,0.227738387,2.474097769,0.013357314,0.030671896,SHISA5
ENSG00000196313,204.3113569,-0.548673688,0.22182342,-2.473470512,0.013380785,0.030721762,POM121
ENSG00000233010,3.045095957,-4.829288897,1.952615157,-2.473241529,0.013389362,0.030737425,-
ENSG00000125148,314.4439509,1.49327165,0.603874467,2.472817995,0.013405239,0.03076984,MT2A
ENSG00000226608,25.18500709,1.296398145,0.524409886,2.472108517,0.013431874,0.030826934,-
ENSG00000100379,9.999032472,2.028345895,0.820616313,2.471734796,0.013445922,0.030855131,KCTD17
ENSG00000166128,174.658068,0.676252864,0.27362108,2.471494021,0.01345498,0.030871871,RAB8B
ENSG00000001497,196.2669038,-0.681769359,0.275888965,-2.471172994,0.013467065,0.030891504,LAS1L
ENSG00000173295,14.96297879,-2.021844724,0.818166534,-2.471189714,0.013466436,0.030891504,-
ENSG00000181472,60.31400532,-0.989388509,0.400398897,-2.471007075,0.013473315,0.030901792,ZBTB2
ENSG00000233836,9.229455267,-2.278551967,0.922766108,-2.469262739,0.013539177,0.031048782,-
ENSG00000163016,3.186352082,-4.879722985,1.976291807,-2.469130808,0.01354417,0.031056164,-
ENSG00000117091,3.387624813,-5.004344086,2.027006373,-2.468834906,0.013555374,0.031074219,CD48
ENSG00000248155,3.007847107,-4.815114042,1.950363432,-2.468829123,0.013555593,0.031074219,-
ENSG00000185046,23.94441685,1.270922635,0.515042954,2.467605128,0.013602027,0.03117658,ANKS1B
ENSG00000080854,3.627184724,-5.058885613,2.050507653,-2.467138129,0.013619781,0.031213186,IGSF9B
ENSG00000254772,5921.72922,0.790958911,0.320654069,2.466704739,0.013636275,0.031246896,EEF1G
ENSG00000188783,33.85032897,1.270002651,0.514929231,2.466363481,0.013649275,0.031272593,PRELP
ENSG00000229399,2.986882314,-4.80687713,1.949040367,-2.466278899,0.013652499,0.031275886,-
ENSG00000105258,87.60981693,1.046705741,0.424445429,2.466054928,0.013661038,0.031291355,POLR2I
ENSG00000197093,688.8629915,0.803391331,0.325822069,2.465736388,0.013673192,0.031315097,GAL3ST4
ENSG00000224451,3.090336541,-4.846808317,1.965972665,-2.465348783,0.013687994,0.031344897,-
ENSG00000104870,2132.330538,0.391436888,0.158779287,2.465289367,0.013690264,0.031345996,FCGRT
ENSG00000234329,3.083080152,-4.844247577,1.965656354,-2.464442763,0.013722648,0.031416036,-
ENSG00000124356,178.3556071,0.838490683,0.34028066,2.464115015,0.013735203,0.031440668,STAMBP
ENSG00000132953,95.88244831,0.76891533,0.312059204,2.464004651,0.013739433,0.031446239,XPO4
ENSG00000262943,40.9646315,-1.865320808,0.757110076,-2.463737926,0.013749661,0.031465535,-
ENSG00000115204,527.2618598,0.563017433,0.228548318,2.463450345,0.013760695,0.031486672,MPV17
ENSG00000167770,595.0514388,0.432528251,0.175636279,2.462636157,0.01379198,0.031554132,OTUB1
ENSG00000124333,194.1640907,-0.679373618,0.275956245,-2.461888902,0.013820747,0.031611686,VAMP7
ENSG00000153012,3.062940044,-4.836233744,1.964412462,-2.461923775,0.013819403,0.031611686,LGI2
ENSG00000104613,587.3195209,-0.486499543,0.197622733,-2.461759009,0.013825753,0.031619006,INTS10
ENSG00000254732,267.5925823,5.870868499,2.385027949,2.461551237,0.013833764,0.031633194,-
ENSG00000103351,33.33986359,-1.11636221,0.45364217,-2.4608872,0.013859393,0.031687662,CLUAP1
ENSG00000163449,9.35324039,-2.608684833,1.060411398,-2.460068648,0.013891044,0.031755881,TMEM169
ENSG00000173726,514.9947486,0.890640607,0.362158333,2.459257526,0.013922471,0.03182357,TOMM20
ENSG00000241553,778.3695896,0.743645128,0.302402547,2.45912323,0.01392768,0.031831321,ARPC4
ENSG00000155099,171.2346733,0.820475094,0.333657676,2.459032574,0.013931198,0.031835205,PIP4P2
ENSG00000115694,291.4997323,-0.643523606,0.261784192,-2.458221799,0.013962691,0.031903009,STK25
ENSG00000124444,50.85197775,-1.159770217,0.471807874,-2.45814087,0.013965838,0.031906036,ZNF576
ENSG00000157470,4.608277795,3.488577839,1.419452576,2.457692422,0.013983288,0.031941733,FAM81A
ENSG00000105618,179.9979088,0.582424898,0.237042364,2.457049817,0.014008326,0.031982822,PRPF31
ENSG00000138002,165.5683849,0.726214375,0.295564343,2.457043257,0.014008582,0.031982822,IFT172
ENSG00000172403,16.44305567,1.486635866,0.605035796,2.457103987,0.014006214,0.031982822,SYNPO2
ENSG00000184863,572.2113217,-0.524400317,0.213418513,-2.457145397,0.014004599,0.031982822,RBM33
ENSG00000011009,151.2614445,0.596519158,0.242789529,2.456939389,0.014012633,0.031983729,LYPLA2
ENSG00000167772,18.13223567,-3.363356187,1.368901007,-2.456975465,0.014011226,0.031983729,ANGPTL4
ENSG00000205002,8.272565432,2.370613737,0.964929959,2.456772861,0.014019129,0.031994387,AARD
ENSG00000102886,27.4102333,1.657012379,0.674541958,2.456500087,0.014029777,0.032014514,GDPD3
ENSG00000213995,164.2410695,-0.678467021,0.276201738,-2.456418361,0.014032968,0.032017623,NAXD
ENSG00000087303,3.851964193,-5.092031346,2.073110013,-2.456228234,0.014040395,0.032030395,NID2
ENSG00000120708,764.2900558,-0.654000561,0.266302418,-2.455856636,0.014054922,0.032059357,TGFBI
ENSG00000174564,3.2616658,-4.938536728,2.011154701,-2.455572773,0.014066027,0.032078176,IL20RB
ENSG00000227560,2.859213496,-4.739070098,1.929940773,-2.45555209,0.014066836,0.032078176,-
ENSG00000171475,264.0554857,1.04513098,0.425659439,2.455321989,0.014075845,0.032094539,WIPF2
ENSG00000076351,380.8306579,1.121483638,0.456802044,2.455075789,0.014085489,0.032112347,SLC46A1
ENSG00000139194,9.785030698,-2.433945509,0.9914773,-2.454867609,0.014093648,0.032126766,RBP5
ENSG00000228995,3.095897867,-4.849208905,1.97576749,-2.454341885,0.014114272,0.03216959,-
ENSG00000172667,347.8268504,0.672972739,0.274222615,2.454111013,0.014123337,0.032186062,ZMAT3
ENSG00000122741,126.2710116,0.88524082,0.360747834,2.453904739,0.014131441,0.032196149,DCAF10
ENSG00000188243,382.5116201,0.727677817,0.296538074,2.453910244,0.014131225,0.032196149,COMMD6
ENSG00000069849,1411.685074,-0.804957488,0.328123352,-2.453216092,0.014158526,0.032249463,ATP1B3
ENSG00000151229,41.58138739,-1.381217156,0.563014166,-2.453254712,0.014157005,0.032249463,SLC2A13
ENSG00000189306,173.8808136,-1.068030404,0.435397221,-2.453002347,0.014166941,0.032264435,RRP7A
ENSG00000084693,37.63891995,1.246955271,0.508514737,2.45215169,0.014200478,0.032336608,AGBL5
ENSG00000243749,395.6599272,0.549685975,0.224185342,2.451926467,0.01420937,0.032352647,TMEM35B
ENSG00000132518,3.389218309,-4.985159026,2.033572276,-2.451429479,0.014229007,0.032393145,GUCY2D
ENSG00000252002,2.816475927,4.601843953,1.87759181,2.45092886,0.014248811,0.032434014,-
ENSG00000253273,3.119991893,-4.872629248,1.988382312,-2.450549484,0.014263836,0.032463993,-
ENSG00000163520,6.970827783,-4.621956026,1.886199221,-2.450407134,0.014269477,0.032472611,FBLN2
ENSG00000185359,475.7869163,0.575044952,0.234775177,2.44934307,0.014311706,0.032564478,HGS
ENSG00000072858,49.03750422,1.018268029,0.415852707,2.44862667,0.0143402,0.032625072,SIDT1
ENSG00000100906,1398.855704,-0.648199687,0.264746551,-2.448378213,0.014350093,0.03264334,NFKBIA
ENSG00000197421,2.462318003,5.22955933,2.136732445,2.447456321,0.014386856,0.032722716,-
ENSG00000136156,10972.50632,0.361272149,0.147615389,2.447388113,0.014389579,0.032724659,ITM2B
ENSG00000113649,667.3705727,0.521829274,0.213237574,2.447173188,0.014398164,0.032739233,TCERG1
ENSG00000269237,2.461594289,5.229153545,2.13684803,2.447134037,0.014399728,0.032739233,-
ENSG00000198883,16.11246005,1.518223096,0.620476269,2.446867302,0.014410388,0.032759217,PNMA5
ENSG00000235112,3.21116006,-4.907006738,2.005848383,-2.446349774,0.014431092,0.032802025,-
ENSG00000226253,3.209525285,-4.906444325,2.00579942,-2.446129097,0.014439929,0.032817849,-
ENSG00000164512,2.901705623,-4.74352402,1.939332581,-2.445956957,0.014446825,0.032825,ANKRD55
ENSG00000164877,3.681206353,-5.031200874,2.056923296,-2.445983709,0.014445753,0.032825,MICALL2
ENSG00000162086,151.134726,0.835299571,0.341517625,2.445846156,0.014451265,0.032830829,ZNF75A
ENSG00000196981,134.4630411,-0.682604497,0.27925676,-2.444361584,0.014510875,0.032961976,WDR5B
ENSG00000178026,3.20286466,-4.901064985,2.00534721,-2.443998206,0.014525499,0.032990914,LRRC75B
ENSG00000248592,59.3737761,1.006349598,0.41180107,2.443776064,0.014534445,0.033006952,STIMATE-MUSTN1
ENSG00000004660,165.6830026,0.812378445,0.33245013,2.443609947,0.014541138,0.033017869,CAMKK1
ENSG00000095303,1476.117885,0.370073915,0.151453615,2.443480231,0.014546367,0.033025458,PTGS1
ENSG00000234925,3.190596872,-4.899553325,2.005197319,-2.443427028,0.014548511,0.033026045,-
ENSG00000130821,27.9825836,-3.250336863,1.330711434,-2.442555748,0.014583677,0.033101582,SLC6A8
ENSG00000196352,744.9796136,-2.574810656,1.054330716,-2.442128089,0.014600965,0.033136526,CD55
ENSG00000149311,1412.28912,0.639292553,0.261795477,2.441954154,0.014608002,0.033148199,ATM
ENSG00000203724,3.170988058,-4.89207347,2.004032377,-2.441114987,0.014641992,0.033221023,C1orf53
ENSG00000227507,14.25664229,1.686427759,0.690941091,2.440769235,0.014656017,0.033248535,LTB
ENSG00000099810,173.9206614,-0.749158836,0.306942178,-2.440716493,0.014658157,0.033249083,MTAP
ENSG00000172348,5.18979433,2.975677523,1.219399755,2.440280566,0.014675859,0.033284924,RCAN2
ENSG00000142207,124.7550326,-0.701337529,0.287454224,-2.439823359,0.014694445,0.033322761,URB1
ENSG00000070831,1280.010947,0.613791054,0.251625337,2.439305445,0.014715524,0.033363117,CDC42
ENSG00000184708,126.4106138,0.866202488,0.355103987,2.439292492,0.014716052,0.033363117,EIF4ENIF1
ENSG00000261127,5.052018158,-5.556529386,2.27839024,-2.438796167,0.014736278,0.033404646,-
ENSG00000205420,2.607581914,4.279573853,1.75592224,2.437222877,0.014800554,0.033546006,KRT6A
ENSG00000147437,13.76364414,1.739929292,0.713955115,2.43702896,0.014808493,0.033559657,GNRH1
ENSG00000223658,3.095335003,-4.849234736,1.989979916,-2.436825968,0.014816808,0.033574155,C1GALT1C1L
ENSG00000006118,4.99554965,-4.463204941,1.831953038,-2.436309691,0.014837975,0.033617767,TMEM132A
ENSG00000037474,226.7218075,-0.677336686,0.278124158,-2.435375233,0.014876354,0.033697495,NSUN2
ENSG00000076770,73.15279992,1.015686327,0.417058121,2.435359188,0.014877014,0.033697495,MBNL3
ENSG00000051180,2.877794029,-4.75951434,1.954594107,-2.435039747,0.014890154,0.033718534,RAD51
ENSG00000197857,120.6573214,0.610359716,0.250653876,2.435069933,0.014888912,0.033718534,ZNF44
ENSG00000231395,2.898036193,-4.754802502,1.952740988,-2.434937624,0.014894357,0.03372369,-
ENSG00000211450,638.4117178,0.699016594,0.287089515,2.434838463,0.014898439,0.033728571,SELENOH
ENSG00000129084,679.8656629,-0.485368069,0.199444378,-2.433601149,0.014949458,0.033839697,PSMA1
ENSG00000249244,5.616842031,-4.231481184,1.738862298,-2.433476871,0.014954591,0.03384694,-
ENSG00000154608,13.81237804,1.836042947,0.754845464,2.432342822,0.015001501,0.033948724,-
ENSG00000136169,102.2747769,-0.821396106,0.337809202,-2.431538575,0.015034847,0.034019791,SETDB2
ENSG00000283683,45.54823082,-1.398589588,0.575330115,-2.430934088,0.015059954,0.034072197,-
ENSG00000002549,1645.136434,-1.060020114,0.436100351,-2.430679342,0.015070546,0.034091755,LAP3
ENSG00000143858,3.298414989,-4.940131278,2.032539885,-2.4305212,0.015077124,0.03410223,SYT2
ENSG00000065000,299.0417795,0.538783344,0.221682357,2.430429523,0.015080939,0.034106453,AP3D1
ENSG00000186017,49.99869943,0.958574337,0.394426707,2.430297744,0.015086424,0.034114451,ZNF566
ENSG00000168439,761.1411751,-0.448752302,0.184660928,-2.430142134,0.015092903,0.034124694,STIP1
ENSG00000188056,7.866781134,2.263916268,0.931663237,2.42997274,0.015099958,0.034136239,TREML4
ENSG00000186432,226.2323444,0.698124897,0.28739571,2.42914168,0.015134617,0.034201343,KPNA4
ENSG00000231049,14.15911432,-1.72312929,0.70934931,-2.42916891,0.01513348,0.034201343,-
ENSG00000263883,9.465505317,-2.421509813,0.996829734,-2.429211057,0.015131721,0.034201343,-
ENSG00000170236,3.059845328,-4.79538418,1.974428761,-2.428745101,0.01515118,0.034234355,USP50
ENSG00000103811,2886.967785,0.342193091,0.140900703,2.428611662,0.015156757,0.034242537,CTSH
ENSG00000184675,7.822439055,-4.712535839,1.940495078,-2.428522439,0.015160487,0.034246544,AMER1
ENSG00000006534,99.03994276,0.765437541,0.315276706,2.427827768,0.015189555,0.034303355,ALDH3B1
ENSG00000074621,26.56888186,1.50445499,0.619660299,2.427870548,0.015187763,0.034303355,SLC24A1
ENSG00000025423,7.25740879,-3.027114005,1.247016776,-2.427484588,0.015203933,0.034331398,HSD17B6
ENSG00000145244,10.49950427,-3.033312021,1.249599704,-2.427426967,0.015206348,0.034332424,CORIN
ENSG00000101166,200.2672338,-0.597531237,0.246207725,-2.426939439,0.015226797,0.034374161,PRELID3B
ENSG00000126870,126.1299664,0.687298315,0.283324155,2.425837344,0.015273114,0.034470563,DYNC2I1
ENSG00000259144,2.891029973,-4.751984776,1.958911168,-2.425829642,0.015273438,0.034470563,-
ENSG00000214279,40.2915461,1.114371499,0.459576407,2.424779604,0.015317683,0.034565963,-
